gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0234-rfe-prune24-v2/artefacts.src/sp8-5.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=32466 nnue=/root/jass/jobs/results/cpx62-0234-rfe-prune24-v2/artefacts.src/gen7.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1543 / 18750 positions
  played 100 games, 3136 / 18750 positions
  played 150 games, 4733 / 18750 positions
  played 200 games, 6373 / 18750 positions
  played 250 games, 7876 / 18750 positions
  played 300 games, 9407 / 18750 positions
  played 350 games, 11074 / 18750 positions
  played 400 games, 12636 / 18750 positions
  played 450 games, 14231 / 18750 positions
  played 500 games, 15834 / 18750 positions
  played 550 games, 17516 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0234-rfe-prune24-v2/artefacts.src/sp8-5.jnnw
