gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0234-rfe-prune24-v2/artefacts.src/sp1-14.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=22736 nnue=/root/jass/jobs/results/cpx62-0234-rfe-prune24-v2/artefacts.src/gen0.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1552 / 18750 positions
  played 100 games, 3031 / 18750 positions
  played 150 games, 4616 / 18750 positions
  played 200 games, 6309 / 18750 positions
  played 250 games, 7851 / 18750 positions
  played 300 games, 9419 / 18750 positions
  played 350 games, 11080 / 18750 positions
  played 400 games, 12575 / 18750 positions
  played 450 games, 14222 / 18750 positions
  played 500 games, 15740 / 18750 positions
  played 550 games, 17267 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0234-rfe-prune24-v2/artefacts.src/sp1-14.jnnw
