gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0234-rfe-prune24-v2/artefacts.src/sp7-1.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=17553 nnue=/root/jass/jobs/results/cpx62-0234-rfe-prune24-v2/artefacts.src/gen6.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1568 / 18750 positions
  played 100 games, 3124 / 18750 positions
  played 150 games, 4688 / 18750 positions
  played 200 games, 6218 / 18750 positions
  played 250 games, 7788 / 18750 positions
  played 300 games, 9298 / 18750 positions
  played 350 games, 10902 / 18750 positions
  played 400 games, 12441 / 18750 positions
  played 450 games, 13937 / 18750 positions
  played 500 games, 15559 / 18750 positions
  played 550 games, 16949 / 18750 positions
  played 600 games, 18614 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0234-rfe-prune24-v2/artefacts.src/sp7-1.jnnw
