gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0234-rfe-prune24-v2/artefacts.src/sp4-3.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=26439 nnue=/root/jass/jobs/results/cpx62-0234-rfe-prune24-v2/artefacts.src/gen3.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1650 / 18750 positions
  played 100 games, 3193 / 18750 positions
  played 150 games, 4765 / 18750 positions
  played 200 games, 6327 / 18750 positions
  played 250 games, 8010 / 18750 positions
  played 300 games, 9541 / 18750 positions
  played 350 games, 11214 / 18750 positions
  played 400 games, 12702 / 18750 positions
  played 450 games, 14247 / 18750 positions
  played 500 games, 15839 / 18750 positions
  played 550 games, 17466 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0234-rfe-prune24-v2/artefacts.src/sp4-3.jnnw
