gen-data-wdl: n=18750 out=/root/jass/jobs/results/cpx62-0234-rfe-prune24-v2/artefacts.src/sp6-14.jnnw eval_depth=6 play_depth=4 max_plies=200 seed=7233 nnue=/root/jass/jobs/results/cpx62-0234-rfe-prune24-v2/artefacts.src/gen5.pjtw quiet_only=false pv_extract=0 movetime_ms=0
  played 50 games, 1570 / 18750 positions
  played 100 games, 3210 / 18750 positions
  played 150 games, 4759 / 18750 positions
  played 200 games, 6310 / 18750 positions
  played 250 games, 7906 / 18750 positions
  played 300 games, 9496 / 18750 positions
  played 350 games, 11184 / 18750 positions
  played 400 games, 12716 / 18750 positions
  played 450 games, 14248 / 18750 positions
  played 500 games, 15852 / 18750 positions
  played 550 games, 17439 / 18750 positions
wrote 18750 WDL records to /root/jass/jobs/results/cpx62-0234-rfe-prune24-v2/artefacts.src/sp6-14.jnnw
